from_link_id	to_link_id	strength_ll	contrib	distance	lexical
069e0fa3-2d68-45a5-a577-83b06df27082	db75e17f-8e71-45f3-91cb-9fa95513fee8+fbab2af1-9abf-4d96-9e2d-638a3449585b	0.821262	5.609475	4.000000	0.000000
629985c0-a2a0-47c4-9c70-f27d246e2aca+d65b533c-c642-492a-a3dc-126cc9df2241+c6124ba7-a17f-42c0-8154-986b980c93a3	db75e17f-8e71-45f3-91cb-9fa95513fee8+fbab2af1-9abf-4d96-9e2d-638a3449585b	0.777930	3.464059	5.000000	0.068182
74fe86e5-eee8-4bcd-a2a6-bab074f7bc90	0f2f8062-4fa9-4f83-bb9d-94b0bca4172e+eebbf5b8-87f1-44e6-9257-83b7e85a6d76	0.821262	1.496745	4.000000	0.000000
27d339b5-7480-482c-a472-8b52d5c4d78a+668fc0dc-2f79-4369-a455-3454e03d6c2b	0f4474f2-a50b-4bd7-aa4c-b9abbfcf25c7+5db0ae7d-ea23-4db8-816f-b9b2cab10353	0.896398	2.706416	3.000000	0.000000
d7052d4e-4f81-4f6c-b8b1-2a02e6533196	4d9f08a7-ba5a-42a3-a315-d64fa75b0592	0.821262	7.862841	4.000000	0.000000
554aba7c-6e38-4652-ba21-7fc873169eb1	0ed74c20-a5eb-45bc-b3dc-d2365666d9ca	0.653147	2.361667	6.000000	0.000000
c4bed78f-1ed0-48c9-a3a3-e5842de9e740+f3059f31-259b-498e-b86d-f8ef10734d40	0ed74c20-a5eb-45bc-b3dc-d2365666d9ca	0.572919	1.231388	7.000000	0.000000
1feb00fb-8501-4970-96ac-ca2ad7f9777c	bd241144-4f27-448b-8972-d50b6e4c2e18	0.653147	1.732655	6.000000	0.000000
9d237644-f20e-49ec-8bda-7030dacec0c2	0d1cf4a4-5d9a-4d6a-8f70-585d42cd9936	0.989797	7.906213	1.000000	0.000000
9d98abe7-28a0-409c-ac90-bf328c85a5d4+392ec4e4-4772-4917-9f97-8cc7712947cd+9417c4e4-6175-47fd-a671-4febe2880c13	0d1cf4a4-5d9a-4d6a-8f70-585d42cd9936	0.500000	1.108765	8.000000	0.000000
400bdd3c-77cb-4f41-849c-92dfa4c24032+c23f6842-bcb5-4c38-9119-ef8494f6e5d7+5ea3845b-9e0c-4151-b3fc-5e01f99b8b2d+2a9b7233-64c2-4d35-9c74-efcabd60494d	7a8e4d6d-62bf-4e62-8362-fbe9ded5fbc2	0.989797	13.418120	1.000000	0.000000
b3ec63f0-4fe4-4b40-a1ee-3fbda184a07c+0b3f7ee5-9a0a-46b2-87d5-142c9d9280bf	7a8e4d6d-62bf-4e62-8362-fbe9ded5fbc2	0.896398	10.859851	3.000000	0.000000
271e453f-9948-48b0-94cf-fdf28eede70b	7a8e4d6d-62bf-4e62-8362-fbe9ded5fbc2	0.737692	7.986390	5.000000	0.000000
25e72890-5f44-4bd2-9bd1-eb4812d93102	667d5602-0bff-41fb-aace-67e1e24b9dd9	1.168421	5.102485	0.000000	0.210526
bfee0b3f-f6d8-4f0b-a2b6-9790114249ab+a38a05fb-1f5c-4335-a178-4add07670274+87fcb001-1c0c-462c-9332-e866d113b041	b0a8ea10-14ad-43a2-a3f7-cea38c74740e	0.919531	2.275445	3.000000	0.032258
b317171a-d940-4f08-b27c-ffe176461996+a8d073f6-cb82-4569-a6ea-be5c14642bf2	554aba7c-6e38-4652-ba21-7fc873169eb1	0.653147	3.214696	6.000000	0.000000
0ed74c20-a5eb-45bc-b3dc-d2365666d9ca	554aba7c-6e38-4652-ba21-7fc873169eb1	0.653147	2.177215	6.000000	0.000000
0f2f8062-4fa9-4f83-bb9d-94b0bca4172e+eebbf5b8-87f1-44e6-9257-83b7e85a6d76	74fe86e5-eee8-4bcd-a2a6-bab074f7bc90	0.821262	1.458995	4.000000	0.000000
0d1cf4a4-5d9a-4d6a-8f70-585d42cd9936	9d237644-f20e-49ec-8bda-7030dacec0c2	0.989797	8.252802	1.000000	0.000000
29fd9e06-d6c7-47d4-9171-6d272f4eb682+fae7e380-065f-4665-a980-07f7da2396eb+a5a2c5e4-eff9-4830-8a27-c030ca79a41a+5a8de067-ae95-4b87-8f2e-a608371bf51c	d850c055-7aa2-4652-ad66-7e01abd0282f	0.954776	4.697836	2.000000	0.000000
b3ec63f0-4fe4-4b40-a1ee-3fbda184a07c+0b3f7ee5-9a0a-46b2-87d5-142c9d9280bf	271e453f-9948-48b0-94cf-fdf28eede70b	0.954776	11.567104	2.000000	0.000000
7a8e4d6d-62bf-4e62-8362-fbe9ded5fbc2	271e453f-9948-48b0-94cf-fdf28eede70b	0.737692	9.961964	5.000000	0.000000
400bdd3c-77cb-4f41-849c-92dfa4c24032+c23f6842-bcb5-4c38-9119-ef8494f6e5d7+5ea3845b-9e0c-4151-b3fc-5e01f99b8b2d+2a9b7233-64c2-4d35-9c74-efcabd60494d	271e453f-9948-48b0-94cf-fdf28eede70b	0.658953	8.933054	6.000000	0.011111
d9c7f754-f601-4965-a1d2-3cbee05bd461	35d0d8bb-db75-4246-832f-fca184180355	0.821262	2.660523	4.000000	0.000000
7e7fddcf-ed07-4ab5-9e0c-b5c6c5a1e43b+ad413036-7819-48ac-9d8f-4a29933b381c+a6ff3532-8b02-4026-98d0-48260462a69d	35d0d8bb-db75-4246-832f-fca184180355	0.653147	1.987290	6.000000	0.000000
7e7fddcf-ed07-4ab5-9e0c-b5c6c5a1e43b+ad413036-7819-48ac-9d8f-4a29933b381c+a6ff3532-8b02-4026-98d0-48260462a69d	d9c7f754-f601-4965-a1d2-3cbee05bd461	0.954776	2.905038	2.000000	0.000000
35d0d8bb-db75-4246-832f-fca184180355	d9c7f754-f601-4965-a1d2-3cbee05bd461	0.821262	2.369173	4.000000	0.000000
bcbd6ab4-b034-4580-9903-77d39c560e29+29826d4e-37ee-4b03-8b89-7981b1a547ae+5e22240d-0e35-4388-ad0f-664db22f5ded+bfdf4854-fa49-4c9e-b4a5-964a1093e816	14dc04ff-9dfe-4411-91d2-fb38e6e04ab3	0.506780	1.275195	8.000000	0.016949
28aad481-4917-4009-a0f9-0bb576288c90+70af8928-b1c2-4ae0-8d92-86c66e8ade43+2aa3091a-c56b-46cc-be95-34bb955758d3	9a62878d-15be-40a9-a597-9164abf65db2	0.751105	6.326774	5.000000	0.022727
f7f71261-f682-49fc-835a-7ab51bc31df3	9a62878d-15be-40a9-a597-9164abf65db2	0.737692	6.123407	5.000000	0.000000
28aad481-4917-4009-a0f9-0bb576288c90+70af8928-b1c2-4ae0-8d92-86c66e8ade43+2aa3091a-c56b-46cc-be95-34bb955758d3	f7f71261-f682-49fc-835a-7ab51bc31df3	1.000000	8.423290	0.000000	0.000000
9a62878d-15be-40a9-a597-9164abf65db2	f7f71261-f682-49fc-835a-7ab51bc31df3	0.737692	4.761067	5.000000	0.000000
bd241144-4f27-448b-8972-d50b6e4c2e18	1feb00fb-8501-4970-96ac-ca2ad7f9777c	0.653147	1.696652	6.000000	0.000000
d454a047-7f96-4e46-b9fa-ab6a7bd3ad24+a93be689-6b6a-4e7d-95d6-49cf36f091e7	e5aefce5-a787-4390-822f-e73b391811f0	0.989797	2.654970	1.000000	0.000000
8d8c4f30-c9e6-4c39-ab5f-07c7b70998fb	07684b0b-a1bd-4006-8ad4-7fb05a7ccfd7	0.896398	1.271491	3.000000	0.000000
07684b0b-a1bd-4006-8ad4-7fb05a7ccfd7	8d8c4f30-c9e6-4c39-ab5f-07c7b70998fb	0.896398	1.267151	3.000000	0.000000
b04e4a6f-cf52-48d6-8e42-7bd38f7afe1c	2e60a917-6e86-4bbf-8c3c-d1d21f0ef996	0.989797	1.792052	1.000000	0.000000
2e60a917-6e86-4bbf-8c3c-d1d21f0ef996	b04e4a6f-cf52-48d6-8e42-7bd38f7afe1c	0.989797	1.792321	1.000000	0.000000
3736c7b2-3055-42cf-8eaa-09554311ba65+42826b9f-abfa-479c-b6a7-f89792892c56+b0175a00-c65b-4365-8256-f3e6fecfbf7b+7026143c-2ae1-4ed3-98b7-9cb859da4e77	286ab627-b406-4a44-b3b8-a9706f047828	0.912696	6.871685	3.000000	0.022727
2c4d26f2-f2db-463e-b959-d09d75170dd2	286ab627-b406-4a44-b3b8-a9706f047828	0.500000	4.272422	8.000000	0.000000
3736c7b2-3055-42cf-8eaa-09554311ba65+42826b9f-abfa-479c-b6a7-f89792892c56+b0175a00-c65b-4365-8256-f3e6fecfbf7b+7026143c-2ae1-4ed3-98b7-9cb859da4e77	2c4d26f2-f2db-463e-b959-d09d75170dd2	0.764517	5.756050	5.000000	0.045455
286ab627-b406-4a44-b3b8-a9706f047828	2c4d26f2-f2db-463e-b959-d09d75170dd2	0.500000	2.147072	8.000000	0.000000
342aad81-bb41-4643-9859-e8c221826d32+96e9866d-d6a9-4aed-b025-18c33eeb98bd	2fa402e6-936e-46d7-8d21-eb117a77c395	0.821262	15.738216	4.000000	0.000000
d4026618-d785-4797-ba4b-f5348b35a9ac+81a0ba3d-6a0c-44d4-b733-fa4baf7499bc+33d26595-933d-4fea-8783-66e9f787a6f8+808d34d4-3c48-4347-a1f5-886c8d8c0101	2fa402e6-936e-46d7-8d21-eb117a77c395	0.911987	13.482711	3.000000	0.021739
fb6def1e-867f-4813-aeda-5911ac058efd	2fa402e6-936e-46d7-8d21-eb117a77c395	0.500000	8.030260	8.000000	0.000000
342aad81-bb41-4643-9859-e8c221826d32+96e9866d-d6a9-4aed-b025-18c33eeb98bd	fb6def1e-867f-4813-aeda-5911ac058efd	0.821262	15.738216	4.000000	0.000000
2fa402e6-936e-46d7-8d21-eb117a77c395	fb6def1e-867f-4813-aeda-5911ac058efd	0.500000	9.541621	8.000000	0.000000
d7052d4e-4f81-4f6c-b8b1-2a02e6533196	fb6def1e-867f-4813-aeda-5911ac058efd	0.737692	7.062732	5.000000	0.000000
fb6def1e-867f-4813-aeda-5911ac058efd	d7052d4e-4f81-4f6c-b8b1-2a02e6533196	0.737692	11.847720	5.000000	0.000000
4d9f08a7-ba5a-42a3-a315-d64fa75b0592	d7052d4e-4f81-4f6c-b8b1-2a02e6533196	0.821262	4.117260	4.000000	0.000000
667d5602-0bff-41fb-aace-67e1e24b9dd9	25e72890-5f44-4bd2-9bd1-eb4812d93102	1.168421	5.100819	0.000000	0.210526
0172614a-7976-4e89-acb5-e3ae419e3df4+3046803e-bc6a-48ef-8a9f-220b2d77cd33+1a512002-f84b-408f-a61b-5727882beb23	1614259e-c197-4542-b694-0c4ad173693b	0.653147	2.615765	6.000000	0.000000
4eea71d1-20f3-46af-8d16-3e242ce9ad14+f55b33d7-d96a-41fb-ba84-56af1e27e71b	f6af0064-6af4-4531-af1f-4dd901dfe895	0.737692	1.859286	5.000000	0.000000
561be1e9-150c-46db-b28b-568c5a463d65+b741aaa0-7f69-44be-a50e-801ececef9ec+d27bfdfb-29ef-4a7a-b5ce-70853b7ac2c6	a2583c9b-e055-443f-9222-19f9fc85b011	0.989797	13.510669	1.000000	0.000000
dfd9d234-d962-4a83-a01b-5ca895ea4297	0184d01a-0f0e-4d16-a2d1-8d51c860a9f2	1.000000	1.741162	0.000000	0.000000
0184d01a-0f0e-4d16-a2d1-8d51c860a9f2	dfd9d234-d962-4a83-a01b-5ca895ea4297	1.000000	1.741141	0.000000	0.000000
db75e17f-8e71-45f3-91cb-9fa95513fee8+fbab2af1-9abf-4d96-9e2d-638a3449585b	069e0fa3-2d68-45a5-a577-83b06df27082	0.821262	5.932248	4.000000	0.000000
d8d6eb66-6a05-40ce-8a91-216ca4786e61	069e0fa3-2d68-45a5-a577-83b06df27082	0.572919	2.288973	7.000000	0.000000
069e0fa3-2d68-45a5-a577-83b06df27082	d8d6eb66-6a05-40ce-8a91-216ca4786e61	0.572919	3.913210	7.000000	0.000000
9526aede-4666-4dcb-b5bf-cc8d0b4f6aeb	d8d6eb66-6a05-40ce-8a91-216ca4786e61	0.896398	2.334090	3.000000	0.000000
d8d6eb66-6a05-40ce-8a91-216ca4786e61	9526aede-4666-4dcb-b5bf-cc8d0b4f6aeb	0.896398	3.581365	3.000000	0.000000
4c51bc38-f31d-419c-8ac8-16e90002b472+11cd8d35-9d20-496d-937e-6e48e1f04829+ca5725ed-069d-4441-bd92-ba391029c106	1662ebf6-5901-491a-b17d-9a1267f81884	0.737692	4.151113	5.000000	0.000000
78789b53-4982-44e8-b53c-067923c1d101+56640e8a-0f33-4d22-b2fa-43610074360a+19ea1043-07ba-4944-a647-68572ad533f0	02f19fc5-e16f-4686-b08a-9b56c5525d26	0.579112	0.980286	7.000000	0.013514
ff491b3c-084f-421c-8e2f-49208a633b0a+d9e864a3-ecf6-4438-b2d7-3291146cd19b	4a842049-b5e1-4379-90e4-0ab8f20aec40	0.989797	4.707333	1.000000	0.000000
9392d3b2-1dc9-4a6c-b90f-0d0ad44277ef+d1e4effe-518d-4154-a29f-b763bb4b3e86+6efb3d03-583b-41b0-9758-30d35436408a	4a842049-b5e1-4379-90e4-0ab8f20aec40	0.754554	3.927704	5.000000	0.028571
ac0c96bc-53f4-4fe5-ba71-196cfa3298e1+f5e4da7f-221b-40cc-b710-7103af011701+0f88535c-8ffa-419d-a064-bf455b3c10a6	e6ee28a6-b0e0-42f7-9aab-39026189a4e6	0.989797	6.101353	1.000000	0.000000
b317171a-d940-4f08-b27c-ffe176461996+a8d073f6-cb82-4569-a6ea-be5c14642bf2	e6ee28a6-b0e0-42f7-9aab-39026189a4e6	0.572919	2.819824	7.000000	0.000000
