from_link_id	to_link_id	strength_ll	contrib	distance	lexical
a5a2c5e4-eff9-4830-8a27-c030ca79a41a+5a8de067-ae95-4b87-8f2e-a608371bf51c	29fd9e06-d6c7-47d4-9171-6d272f4eb682+fae7e380-065f-4665-a980-07f7da2396eb	0.532000	2.265384	8.000000	0.080000
d850c055-7aa2-4652-ad66-7e01abd0282f	29fd9e06-d6c7-47d4-9171-6d272f4eb682+fae7e380-065f-4665-a980-07f7da2396eb	0.954776	1.611212	2.000000	0.000000
9997e5c8-75f5-4208-946e-2c74d1eb281e+1e41597e-500f-4990-9d64-adca4df366b1	80b4e1a0-94b1-499d-9c85-4c532a2f4501+4c29410c-8525-48f9-9a0c-bb4fe0748ee7	1.061538	2.952364	0.000000	0.076923
f9f77e33-ebe2-44db-940e-4f016f739074	80b4e1a0-94b1-499d-9c85-4c532a2f4501+4c29410c-8525-48f9-9a0c-bb4fe0748ee7	0.530769	0.725036	8.000000	0.076923
e5aefce5-a787-4390-822f-e73b391811f0	d454a047-7f96-4e46-b9fa-ab6a7bd3ad24+a93be689-6b6a-4e7d-95d6-49cf36f091e7	0.989797	1.479652	1.000000	0.000000
7a8e4d6d-62bf-4e62-8362-fbe9ded5fbc2	b3ec63f0-4fe4-4b40-a1ee-3fbda184a07c+0b3f7ee5-9a0a-46b2-87d5-142c9d9280bf	0.896398	3.858606	3.000000	0.000000
400bdd3c-77cb-4f41-849c-92dfa4c24032+c23f6842-bcb5-4c38-9119-ef8494f6e5d7	b3ec63f0-4fe4-4b40-a1ee-3fbda184a07c+0b3f7ee5-9a0a-46b2-87d5-142c9d9280bf	0.849828	3.757683	4.000000	0.043478
271e453f-9948-48b0-94cf-fdf28eede70b	b3ec63f0-4fe4-4b40-a1ee-3fbda184a07c+0b3f7ee5-9a0a-46b2-87d5-142c9d9280bf	0.954776	2.968876	2.000000	0.000000
fb6def1e-867f-4813-aeda-5911ac058efd	342aad81-bb41-4643-9859-e8c221826d32+96e9866d-d6a9-4aed-b025-18c33eeb98bd	0.821262	5.299855	4.000000	0.000000
2fa402e6-936e-46d7-8d21-eb117a77c395	342aad81-bb41-4643-9859-e8c221826d32+96e9866d-d6a9-4aed-b025-18c33eeb98bd	0.821262	4.771773	4.000000	0.000000
33d26595-933d-4fea-8783-66e9f787a6f8+808d34d4-3c48-4347-a1f5-886c8d8c0101	342aad81-bb41-4643-9859-e8c221826d32+96e9866d-d6a9-4aed-b025-18c33eeb98bd	0.653147	2.799892	6.000000	0.000000
d4026618-d785-4797-ba4b-f5348b35a9ac+81a0ba3d-6a0c-44d4-b733-fa4baf7499bc	342aad81-bb41-4643-9859-e8c221826d32+96e9866d-d6a9-4aed-b025-18c33eeb98bd	0.572919	2.109602	7.000000	0.000000
c8534780-767c-4670-92d2-6d31e69af91e+ee8d6411-37e6-4241-af4b-18f2f62a5446	a5a2c5e4-eff9-4830-8a27-c030ca79a41a+5a8de067-ae95-4b87-8f2e-a608371bf51c	0.876013	3.372218	4.000000	0.083333
d850c055-7aa2-4652-ad66-7e01abd0282f	a5a2c5e4-eff9-4830-8a27-c030ca79a41a+5a8de067-ae95-4b87-8f2e-a608371bf51c	0.653147	1.102204	6.000000	0.000000
29fd9e06-d6c7-47d4-9171-6d272f4eb682+fae7e380-065f-4665-a980-07f7da2396eb	a5a2c5e4-eff9-4830-8a27-c030ca79a41a+5a8de067-ae95-4b87-8f2e-a608371bf51c	0.532000	0.967749	8.000000	0.080000
14dc04ff-9dfe-4411-91d2-fb38e6e04ab3	bcbd6ab4-b034-4580-9903-77d39c560e29+29826d4e-37ee-4b03-8b89-7981b1a547ae	0.507843	1.084714	8.000000	0.019608
0f4474f2-a50b-4bd7-aa4c-b9abbfcf25c7+5db0ae7d-ea23-4db8-816f-b9b2cab10353	27d339b5-7480-482c-a472-8b52d5c4d78a+668fc0dc-2f79-4369-a455-3454e03d6c2b	0.896398	1.612373	3.000000	0.000000
1a512002-f84b-408f-a61b-5727882beb23	0172614a-7976-4e89-acb5-e3ae419e3df4+3046803e-bc6a-48ef-8a9f-220b2d77cd33	0.859910	1.471854	4.000000	0.058824
1614259e-c197-4542-b694-0c4ad173693b	0172614a-7976-4e89-acb5-e3ae419e3df4+3046803e-bc6a-48ef-8a9f-220b2d77cd33	0.653147	1.274598	6.000000	0.000000
6849506c-866d-450c-b271-c830b0793c5c	4b626907-e4b9-44e0-8124-835f1ea9024c+e43f9fd0-fc68-418b-834a-85bdcf9e2b34	0.511538	0.642229	8.000000	0.028846
975ffcf7-35e9-44d4-86b5-9606ca311ee4+c3d5d58f-2812-4fd8-8bbe-6b054288b66b	8f33a2c1-be3a-43fb-9f26-f205234964d0+3c30db30-1f6a-4ac9-97fa-8f0a309e98b2	0.616570	1.281513	7.000000	0.095238
143352ed-1879-467e-9cd7-9c85ff0fecc1	8f33a2c1-be3a-43fb-9f26-f205234964d0+3c30db30-1f6a-4ac9-97fa-8f0a309e98b2	0.506349	1.200853	8.000000	0.015873
b0a8ea10-14ad-43a2-a3f7-cea38c74740e	bfee0b3f-f6d8-4f0b-a2b6-9790114249ab+a38a05fb-1f5c-4335-a178-4add07670274	0.908350	1.166780	3.000000	0.016667
9392d3b2-1dc9-4a6c-b90f-0d0ad44277ef	d1e4effe-518d-4154-a29f-b763bb4b3e86+6efb3d03-583b-41b0-9758-30d35436408a	0.783089	1.656315	5.000000	0.076923
4027bd9e-2216-469d-bb61-d277920cd9cd+a465dcf6-f9b6-4d3b-adeb-0799959e793f	3d552445-b5e3-4cf5-8085-37210ceabfee+6eaafc35-86c6-439f-9520-7b4a245da7de	1.019782	3.286714	2.000000	0.085106
2fa402e6-936e-46d7-8d21-eb117a77c395	33d26595-933d-4fea-8783-66e9f787a6f8+808d34d4-3c48-4347-a1f5-886c8d8c0101	0.954776	5.547526	2.000000	0.000000
342aad81-bb41-4643-9859-e8c221826d32+96e9866d-d6a9-4aed-b025-18c33eeb98bd	33d26595-933d-4fea-8783-66e9f787a6f8+808d34d4-3c48-4347-a1f5-886c8d8c0101	0.653147	4.688645	6.000000	0.000000
d4026618-d785-4797-ba4b-f5348b35a9ac+81a0ba3d-6a0c-44d4-b733-fa4baf7499bc	33d26595-933d-4fea-8783-66e9f787a6f8+808d34d4-3c48-4347-a1f5-886c8d8c0101	1.035044	3.811242	1.000000	0.057143
edaf8d67-d0a2-44bf-bccf-978915a511b4+c966746f-cecc-460a-b7c4-27a9925dd7c4	9af4de25-386e-4de8-875d-fdc4ed2292b4+7d8932ab-bb21-40cd-99bb-58f3eb0b372f	0.873823	2.476834	4.000000	0.080000
6a90cded-b2a5-48ac-980b-7e99e8d2093e	a6ec95c2-1c31-444d-be5a-3a7c6919b590+f11dda63-656d-4e71-99cb-c74c93e337b6	0.694948	1.128923	6.000000	0.080000
50c01b24-070c-4398-be08-dd799ac54102+7ea93f3d-d20a-48bc-806f-e24055e0e0e5	17dcd45c-be78-4194-bfe3-de8d4251350d+69a39a55-f465-46fe-8f63-6e8f797315f5	0.954776	4.898122	2.000000	0.000000
9511bbc6-c62e-4a72-bb17-93226565e37c+71c967d2-b3c3-4bed-9dad-2ce78db74e81	17dcd45c-be78-4194-bfe3-de8d4251350d+69a39a55-f465-46fe-8f63-6e8f797315f5	0.821262	3.613718	4.000000	0.000000
b69643cf-0cce-494c-8041-bd4804448530+faac8167-3685-4d60-8894-aee15d2a1f1b	5d965d81-5804-4d15-8fe3-dadc46eb4efe+16553bf2-bb59-4894-aa63-b80a1714351e	1.023254	3.081682	1.000000	0.042254
a8e838f2-ba3d-4fb0-af62-665fec8bcf96+3abdfa03-f873-4812-b7b9-c49962afa844	5d965d81-5804-4d15-8fe3-dadc46eb4efe+16553bf2-bb59-4894-aa63-b80a1714351e	0.968109	2.078882	3.000000	0.100000
a5a2c5e4-eff9-4830-8a27-c030ca79a41a+5a8de067-ae95-4b87-8f2e-a608371bf51c	c8534780-767c-4670-92d2-6d31e69af91e+ee8d6411-37e6-4241-af4b-18f2f62a5446	0.876013	3.730275	4.000000	0.083333
2aa3091a-c56b-46cc-be95-34bb955758d3	28aad481-4917-4009-a0f9-0bb576288c90+70af8928-b1c2-4ae0-8d92-86c66e8ade43	0.992035	2.900857	2.000000	0.048780
f7f71261-f682-49fc-835a-7ab51bc31df3	28aad481-4917-4009-a0f9-0bb576288c90+70af8928-b1c2-4ae0-8d92-86c66e8ade43	1.000000	2.750702	0.000000	0.000000
9a62878d-15be-40a9-a597-9164abf65db2	28aad481-4917-4009-a0f9-0bb576288c90+70af8928-b1c2-4ae0-8d92-86c66e8ade43	0.752086	1.347034	5.000000	0.024390
b0175a00-c65b-4365-8256-f3e6fecfbf7b+7026143c-2ae1-4ed3-98b7-9cb859da4e77	a410e71c-c792-44ed-9c56-5e2ccfc55de2+1a756abd-317c-42eb-af6b-28ff17a610a3	0.550000	2.343111	8.000000	0.125000
ff03fb47-7b7e-4f22-98b9-cb065aae0717+a3c5afb5-1805-4c50-9d26-7fec7046d4f8	cf7d3705-d177-493c-8ebb-ba3510bc6e8d+18b83170-3fbb-4c4a-bc13-8aaed6f4583c	0.691852	1.638191	6.000000	0.074074
ca5725ed-069d-4441-bd92-ba391029c106	b66188ab-1a66-4365-8cbe-5cdaf69317e3+1bd320eb-7115-40b1-81e9-c10f717f3f75	0.833208	2.577663	4.000000	0.018182
4075e064-ec4e-4481-a413-25531b3c6b22+e7d5d9c9-ed6c-41b5-a56b-1df5a1dcd45b	b66188ab-1a66-4365-8cbe-5cdaf69317e3+1bd320eb-7115-40b1-81e9-c10f717f3f75	0.578873	2.209616	8.000000	0.197183
5d965d81-5804-4d15-8fe3-dadc46eb4efe+16553bf2-bb59-4894-aa63-b80a1714351e	a8e838f2-ba3d-4fb0-af62-665fec8bcf96+3abdfa03-f873-4812-b7b9-c49962afa844	0.968109	2.883978	3.000000	0.100000
b69643cf-0cce-494c-8041-bd4804448530+faac8167-3685-4d60-8894-aee15d2a1f1b	a8e838f2-ba3d-4fb0-af62-665fec8bcf96+3abdfa03-f873-4812-b7b9-c49962afa844	0.886038	2.668434	4.000000	0.098592
02f19fc5-e16f-4686-b08a-9b56c5525d26	78789b53-4982-44e8-b53c-067923c1d101+56640e8a-0f33-4d22-b2fa-43610074360a	0.579759	0.895341	7.000000	0.014925
d65b533c-c642-492a-a3dc-126cc9df2241+c6124ba7-a17f-42c0-8154-986b980c93a3	db75e17f-8e71-45f3-91cb-9fa95513fee8+fbab2af1-9abf-4d96-9e2d-638a3449585b	1.066667	2.744296	0.000000	0.083333
069e0fa3-2d68-45a5-a577-83b06df27082	db75e17f-8e71-45f3-91cb-9fa95513fee8+fbab2af1-9abf-4d96-9e2d-638a3449585b	0.821262	2.124004	4.000000	0.000000
629985c0-a2a0-47c4-9c70-f27d246e2aca	db75e17f-8e71-45f3-91cb-9fa95513fee8+fbab2af1-9abf-4d96-9e2d-638a3449585b	0.774577	0.994529	5.000000	0.062500
b0175a00-c65b-4365-8256-f3e6fecfbf7b+7026143c-2ae1-4ed3-98b7-9cb859da4e77	3736c7b2-3055-42cf-8eaa-09554311ba65+42826b9f-abfa-479c-b6a7-f89792892c56	0.714620	3.044423	6.000000	0.117647
2c4d26f2-f2db-463e-b959-d09d75170dd2	3736c7b2-3055-42cf-8eaa-09554311ba65+42826b9f-abfa-479c-b6a7-f89792892c56	0.755050	2.338239	5.000000	0.029412
286ab627-b406-4a44-b3b8-a9706f047828	3736c7b2-3055-42cf-8eaa-09554311ba65+42826b9f-abfa-479c-b6a7-f89792892c56	0.917489	1.372216	3.000000	0.029412
8f33a2c1-be3a-43fb-9f26-f205234964d0+3c30db30-1f6a-4ac9-97fa-8f0a309e98b2	975ffcf7-35e9-44d4-86b5-9606ca311ee4+c3d5d58f-2812-4fd8-8bbe-6b054288b66b	0.616570	1.419019	7.000000	0.095238
ce7bd9a9-90db-4bda-a34b-a2830c2a0c71	9655f95d-bb6c-4dbc-9776-09954271b626+39a7e237-5364-4dc7-b205-b4389701cf8f	0.854955	0.731004	4.000000	0.051282
9af4de25-386e-4de8-875d-fdc4ed2292b4+7d8932ab-bb21-40cd-99bb-58f3eb0b372f	edaf8d67-d0a2-44bf-bccf-978915a511b4+c966746f-cecc-460a-b7c4-27a9925dd7c4	0.873823	1.994962	4.000000	0.080000
14dc04ff-9dfe-4411-91d2-fb38e6e04ab3	5e22240d-0e35-4388-ad0f-664db22f5ded+bfdf4854-fa49-4c9e-b4a5-964a1093e816	0.964569	2.060244	2.000000	0.012821
74fe86e5-eee8-4bcd-a2a6-bab074f7bc90	0f2f8062-4fa9-4f83-bb9d-94b0bca4172e+eebbf5b8-87f1-44e6-9257-83b7e85a6d76	0.821262	0.946919	4.000000	0.000000
400bdd3c-77cb-4f41-849c-92dfa4c24032+c23f6842-bcb5-4c38-9119-ef8494f6e5d7	5ea3845b-9e0c-4151-b3fc-5e01f99b8b2d+2a9b7233-64c2-4d35-9c74-efcabd60494d	0.627195	2.773267	7.000000	0.118421
7a8e4d6d-62bf-4e62-8362-fbe9ded5fbc2	5ea3845b-9e0c-4151-b3fc-5e01f99b8b2d+2a9b7233-64c2-4d35-9c74-efcabd60494d	0.500000	2.152285	8.000000	0.000000
27d339b5-7480-482c-a472-8b52d5c4d78a+668fc0dc-2f79-4369-a455-3454e03d6c2b	0f4474f2-a50b-4bd7-aa4c-b9abbfcf25c7+5db0ae7d-ea23-4db8-816f-b9b2cab10353	0.896398	1.550153	3.000000	0.000000
bbae1c6c-7c71-4f53-9a2f-b8a5f4ee03ec+9c7521da-ffdd-49cd-a644-e77d5928689e	557e249e-1266-4ff6-8e3e-e26698f055f3+12cb132b-8882-458f-9dfb-378dfd40da62	0.986037	1.720605	3.000000	0.125000
ab38281a-99d5-4ae6-8613-1902525ddaae+bb54278b-fe8c-4a98-8386-a5c737ed0c00	f90e215d-ac59-4a71-93d1-7b719df620fc+8b4d33b7-e536-48bc-9414-588ebf8adf0f	0.758042	1.052487	5.000000	0.034483
d7052d4e-4f81-4f6c-b8b1-2a02e6533196	4d9f08a7-ba5a-42a3-a315-d64fa75b0592	0.821262	3.571872	4.000000	0.000000
554aba7c-6e38-4652-ba21-7fc873169eb1	0ed74c20-a5eb-45bc-b3dc-d2365666d9ca	0.653147	1.050219	6.000000	0.000000
c4bed78f-1ed0-48c9-a3a3-e5842de9e740+f3059f31-259b-498e-b86d-f8ef10734d40	0ed74c20-a5eb-45bc-b3dc-d2365666d9ca	0.572919	0.730053	7.000000	0.000000
1feb00fb-8501-4970-96ac-ca2ad7f9777c	bd241144-4f27-448b-8972-d50b6e4c2e18	0.653147	1.163897	6.000000	0.000000
392ec4e4-4772-4917-9f97-8cc7712947cd+9417c4e4-6175-47fd-a671-4febe2880c13	0d1cf4a4-5d9a-4d6a-8f70-585d42cd9936	0.989797	3.028390	1.000000	0.000000
9d237644-f20e-49ec-8bda-7030dacec0c2	0d1cf4a4-5d9a-4d6a-8f70-585d42cd9936	0.989797	2.937073	1.000000	0.000000
9d98abe7-28a0-409c-ac90-bf328c85a5d4	0d1cf4a4-5d9a-4d6a-8f70-585d42cd9936	0.500000	0.471028	8.000000	0.000000
400bdd3c-77cb-4f41-849c-92dfa4c24032+c23f6842-bcb5-4c38-9119-ef8494f6e5d7	7a8e4d6d-62bf-4e62-8362-fbe9ded5fbc2	0.989797	4.376581	1.000000	0.000000
b3ec63f0-4fe4-4b40-a1ee-3fbda184a07c+0b3f7ee5-9a0a-46b2-87d5-142c9d9280bf	7a8e4d6d-62bf-4e62-8362-fbe9ded5fbc2	0.896398	3.269038	3.000000	0.000000
271e453f-9948-48b0-94cf-fdf28eede70b	7a8e4d6d-62bf-4e62-8362-fbe9ded5fbc2	0.737692	2.293854	5.000000	0.000000
5ea3845b-9e0c-4151-b3fc-5e01f99b8b2d+2a9b7233-64c2-4d35-9c74-efcabd60494d	7a8e4d6d-62bf-4e62-8362-fbe9ded5fbc2	0.500000	1.560102	8.000000	0.000000
28aad481-4917-4009-a0f9-0bb576288c90+70af8928-b1c2-4ae0-8d92-86c66e8ade43	2aa3091a-c56b-46cc-be95-34bb955758d3	0.992035	2.801920	2.000000	0.048780
f7f71261-f682-49fc-835a-7ab51bc31df3	2aa3091a-c56b-46cc-be95-34bb955758d3	0.954776	2.626304	2.000000	0.000000
9a62878d-15be-40a9-a597-9164abf65db2	2aa3091a-c56b-46cc-be95-34bb955758d3	0.572919	1.026134	7.000000	0.000000
6d45a15f-999b-4602-9caf-91651e97750b+03466c7b-c9e4-48dd-b764-6d68b02049c5	75d7cd90-8c1c-4fbd-a488-34c22074c469	0.804188	2.076538	5.000000	0.112676
25e72890-5f44-4bd2-9bd1-eb4812d93102	667d5602-0bff-41fb-aace-67e1e24b9dd9	1.168421	2.649635	0.000000	0.210526
